"D_stu_id","D_course_id","D_course_name","D_stu_grade_level_transcript","D_stu_grade","D_creds_earn","D_creds_possible","D_start_year","D_end_year","D_year"
190359737,NA,"Health/Wellness",9,NA,0.5,0.5,2021,2022,2022
